what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770107079060
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1770107081766
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1770107081975
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1770107082687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107083197
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1770107085964
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/c/ET5/SoCTP/version5/SoC/software/cpt_sol/cpt_sol.elf] return code: 4, 'other error'",1770107090736
error,log,,,"Downloading ELF Process failed",1770107090738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107092561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107094498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107114000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107115773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107117524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107118660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107207255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107213181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107215019
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1770107216575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107222033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107227113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107231342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107233797
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1770107239403
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1770107240092
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1770107243180
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1770107248026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770107406042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111407189
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770111410475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1770111411830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1770111416106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1770111416588
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1770111417506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111418108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111433365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1770111434747
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1770111435512
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1770111437359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111443637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111449633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111454744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111457108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111461446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111464027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111464533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111465998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111468243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111470084
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770111473430
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1770111478855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111482298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111482680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111483362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111489687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111492995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111500074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111501029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111510792
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770111513027
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1770111522072
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770111525499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1770111541626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1770111542366
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1770111547209
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770111550194
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770111550262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1770111586466
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770111589841
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1770111592046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1770111592810
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1770111595598
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111595970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111601945
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1770111612571
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1770111613369
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1770111616467
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/c/ET5/SoCTP/version5/SoC/software/cpt_sol/cpt_sol.elf] return code: 2, no processors found",1770111620611
error,log,,,"Downloading ELF Process failed",1770111620611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111620670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111623853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111628186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111673562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111678782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111795446
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770111796273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111805595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111854875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111861660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111868655
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1770111868687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111870093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111871459
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1770111871771
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770111872116
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1770111872690
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1770111872690
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1770111872690
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1770111872690
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1770111872692
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1770111872692
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1770111872692
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1770111872692
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1770111872692
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1770111872703
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1770111872703
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1770111872703
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1770111898742
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1770111898743
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1770111898743
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1770111898746
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1770111898746
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1770111898746
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1770111898750
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1770111898754
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1770111898754
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1770111898756
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1770111898756
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1770111898756
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1770111898756
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1770111898756
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1770111898756
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1770111898768
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1770111898772
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1770111898775
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1770111898778
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1770111898778
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1770111898783
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1770111898783
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1770111898785
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1770111898785
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1770111898787
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1770111898789
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1770111898789
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1770111898789
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1770111898793
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1770111898793
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1770111898793
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1770111898793
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1770111898793
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1770111898793
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1770111898793
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1770111898793
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1770111898793
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1770111898793
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1770111898793
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1770111898803
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1770111898805
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1770111898805
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1770111898808
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1770111898808
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1770111898811
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1770111898811
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1770111898812
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1770111898812
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1770111898815
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1770111898815
